route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
156,LaSalle,2007-05-01,"10,149.50",0,0,"223,289"
157,Streeterville/Taylor,2007-05-01,"2,679",0,0,"58,939"
165,West 65th,2007-05-01,120.1,0,0,"2,641"
168,UIC-Pilsen Express,2007-05-01,80.1,0,0,"1,761"
169,69th-UPS Express,2007-05-01,395,26.8,0,"8,798"
170,U. of Chicago/Midway,2007-05-01,286.4,0,0,"6,301"
171,U. of Chicago/Hyde Park,2007-05-01,"2,697.80",735.9,708,"65,836"
172,U. of Chicago/Kenwood,2007-05-01,"1,572.20",278.9,304.3,"37,224"
173,U. of Chicago/Lakeview Express,2007-05-01,176.9,0,0,"3,892"
174,U. of Chicago/Garfield Stations,2007-05-01,347.7,190.7,25.4,"8,538"
192,U. of Chicago Hospitals Express,2007-05-01,619.6,0,0,"13,630"
200,Main Shuttle,2007-05-01,108.2,0,0,"2,381"
201,Central/Ridge,2007-05-01,"1,529.90",867,35.9,"37,305"
205,Chicago/Golf,2007-05-01,930.3,0,0,"20,466"
206,Evanston Circulator,2007-05-01,"1,012.70",0,0,"22,279"
290,Touhy Supplement,2007-05-01,13.2,17.8,5.2,382
1001,Shuttle/Special Event Route,2007-05-01,109.7,"1,412.90",690.2,"6,967"
1,Indiana/Hyde Park,2007-06-01,"2,979.40",0,0,"62,567"
2,Hyde Park Express,2007-06-01,"2,049.70",0,0,"43,043"
3,King Drive,2007-06-01,"19,974.10","16,967.50","10,610.30","546,735"
X3,King Drive Express,2007-06-01,"2,669.50",0,0,"56,060"
4,Cottage Grove,2007-06-01,"21,526.30","17,900.10","13,472.70","595,444"
X4,Cottage Grove Express,2007-06-01,"2,951.60",0,0,"61,984"
5,South Shore Night Bus,2007-06-01,477.7,583.4,565.3,"15,210"
6,Jackson Park Express,2007-06-01,"11,987.10","10,736.60","7,882.10","336,940"
7,Harrison,2007-06-01,"5,808.10",0,0,"121,969"
8,Halsted,2007-06-01,"18,407.80","13,230.30","10,133.50","493,250"
8A,South Halsted,2007-06-01,"3,474.10","3,064.30","2,022","96,366"
9,Ashland,2007-06-01,"21,054.50","24,577.40","18,510","639,072"
X9,Ashland Express,2007-06-01,"10,669.90",0,0,"224,067"
10,Museum of S & I,2007-06-01,992.8,"1,199.30",845.5,"19,306"
11,Lincoln/Sedgwick,2007-06-01,"5,454","2,137.50","1,468","131,093"
12,Roosevelt,2007-06-01,"11,559.70","8,584.60","7,163.50","314,331"
14,Jeffery Express,2007-06-01,"12,389.40","5,612.70","3,257.90","301,272"
15,Jeffery Local,2007-06-01,"7,352.20","6,097.40","4,372.70","202,374"
17,Westchester,2007-06-01,422.1,0,0,"8,863"
18,16th/18th,2007-06-01,"1,483.90",888.2,784.6,"38,741"
19,United Center Express,2007-06-01,41.7,368.5,0,535
20,Madison,2007-06-01,"20,688.90","15,588.50","10,865.50","555,873"
X20,Washington/Madison Express,2007-06-01,"2,024.30",0,0,"42,510"
21,Cermak,2007-06-01,"7,978.80","7,014","4,715","221,485"
22,Clark,2007-06-01,"21,392.10","18,392.90","13,948.60","596,993"
24,Wentworth,2007-06-01,"3,185.60",0,0,"66,898"
26,South Shore Express,2007-06-01,"2,355.80",0,0,"49,472"
28,Stony Island,2007-06-01,"5,042.60","5,044.10","3,426.60","144,821"
X28,Stony Island Express,2007-06-01,"4,012.50",0,0,"84,262"
29,State,2007-06-01,"15,457.90","13,247.60","9,339.30","428,210"
30,South Chicago,2007-06-01,"3,201.90","2,011.40",837.8,"80,647"
33,Mag Mile Express,2007-06-01,649.6,0,0,"13,643"
34,South Michigan,2007-06-01,"5,319.50","4,337.40","3,214.50","146,255"
35,35th,2007-06-01,"6,219.90","3,888.10","2,399.80","159,658"
36,Broadway,2007-06-01,"14,649.40","15,162.60","11,333.80","428,786"
38,Ogden/Taylor,2007-06-01,"1,150.70",0,0,"24,165"
39,Pershing,2007-06-01,"1,788.40",0,0,"37,556"
43,43rd,2007-06-01,"1,309.80",754.5,371.4,"32,763"
44,Wallace-Racine,2007-06-01,"6,054","2,675.50","1,706.60","147,338"
47,47th,2007-06-01,"11,550.10","8,841.70","6,311.90","312,008"
48,South Damen,2007-06-01,963.3,0,0,"20,230"
49,Western,2007-06-01,"19,388.30","22,154.10","15,571.90","580,212"
49A,South Western,2007-06-01,619.1,0,0,"13,000"
49B,North Western,2007-06-01,"4,737.70","3,316.40","2,539.10","126,231"
X49,Western Express,2007-06-01,"11,692.60",0,0,"245,544"
50,Damen,2007-06-01,"8,032.60","4,629","3,210","204,669"
51,51st,2007-06-01,"2,150.70","1,355.80",974.4,"55,842"
52,Kedzie/California,2007-06-01,"12,323","9,119.60","6,626.90","330,889"
52A,South Kedzie,2007-06-01,"4,982.90","2,286","1,333.60","121,405"
53,Pulaski,2007-06-01,"20,991.30","16,068.60","11,375.20","566,662"
53A,South Pulaski,2007-06-01,"7,667.90","3,687.40","2,151.20","188,068"
53AL,South Pulaski Limited,2007-06-01,621.7,0,0,"13,056"
54,Cicero,2007-06-01,"9,194.20","10,999.30","7,578.10","278,388"
X54,Cicero Express,2007-06-01,"5,897.20",0,0,"123,841"
54A,North Cicero/Skokie Blvd.,2007-06-01,"1,208.20",0,0,"25,372"
54B,South Cicero,2007-06-01,"3,704.30","4,125.70","2,552","108,626"
55,Garfield,2007-06-01,"11,747.10","10,773.30","8,527","334,662"
X55,Garfield Express,2007-06-01,"3,042.20",0,0,"63,886"
55A,55th/Austin,2007-06-01,231.3,0,0,"4,857"
55N,55th/Narragansett,2007-06-01,616.7,143.7,0,"13,669"
56,Milwaukee,2007-06-01,"13,024.70","9,632.40","6,761.30","348,726"
56A,North Milwaukee,2007-06-01,793.2,0,0,"16,657"
57,Laramie,2007-06-01,"2,748.30","1,438.50",833.8,"68,243"
59,59th/61st,2007-06-01,"3,448.60","1,933.10",0,"82,086"
60,Blue Island/26th,2007-06-01,"12,654.20","8,178.50","6,405.20","332,252"
62,Archer,2007-06-01,"13,721.90","8,190.20","6,029","353,227"
62H,Archer/Harlem,2007-06-01,"1,315.80",517.2,0,"30,217"
63,63rd,2007-06-01,"21,563.40","16,011.30","12,895.40","584,468"
63W,West 63rd,2007-06-01,"2,088",793.1,674.5,"50,510"
64,Foster-Canfield,2007-06-01,171.1,0,0,"3,594"
65,Grand,2007-06-01,"6,695.50","4,125.40","2,419.10","170,908"
66,Chicago,2007-06-01,"22,433.50","16,828.80","10,938","598,999"
67,67th-69th-71st,2007-06-01,"13,580.70","10,314.90","7,459.60","366,607"
68,Northwest Highway,2007-06-01,"1,501.80",642.5,273.7,"35,845"
69,Cumberland/East River,2007-06-01,440,0,0,"9,239"
70,Division,2007-06-01,"10,825.70","7,737.40","5,854.10","289,443"
71,71st/South Shore,2007-06-01,"11,157.80","9,397.90","6,623.20","307,796"
72,North,2007-06-01,"16,160.90","14,837.20","10,487.80","455,516"
73,Armitage,2007-06-01,"5,336.20","2,898.80","1,727.50","133,464"
74,Fullerton,2007-06-01,"12,000","9,437.20","6,945.60","326,968"
75,74th-75th,2007-06-01,"7,994.80","6,294.70","4,498.60","217,360"
76,Diversey,2007-06-01,"11,153.90","7,442.40","5,195.60","292,227"
77,Belmont,2007-06-01,"21,799.20","16,572.20","11,959.50","588,482"
78,Montrose,2007-06-01,"8,595.50","5,651.80","4,316.50","226,031"
79,79th,2007-06-01,"32,773.70","25,955.10","19,381.50","895,548"
80,Irving Park,2007-06-01,"12,021.20","10,102","7,495.90","332,939"
X80,Irving Park Express,2007-06-01,"4,213.50","1,609.70","1,538.90","102,687"
81,Lawrence,2007-06-01,"14,248.80","11,545.80","8,899.90","392,554"
81W,West Lawrence,2007-06-01,"2,050.30","1,292.80",892.1,"53,089"
82,Kimball-Homan,2007-06-01,"17,831.70","12,075.30","8,681.50","469,569"
84,Peterson,2007-06-01,"4,376.60","2,471.90","1,566.50","110,533"
85,Central,2007-06-01,"12,573.70","8,700.20","6,042.60","331,718"
85A,North Central,2007-06-01,"1,009.90",506.8,0,"23,742"
86,Narragansett/Ridgeland,2007-06-01,"1,955.20",0,0,"41,058"
87,87th,2007-06-01,"16,232.70","11,416.80","7,233.50","426,906"
88,Higgins,2007-06-01,"1,640.10",811.3,631.7,"41,025"
90,Harlem,2007-06-01,"5,737.60","4,506.80","2,897.40","154,613"
90N,North Harlem,2007-06-01,371.7,191.6,0,"8,763"
91,Austin,2007-06-01,"8,364.10","5,094.80","3,208.80","213,956"
92,Foster,2007-06-01,"7,499.80","4,221.90","2,918.50","190,279"
93,California/Dodge,2007-06-01,"3,002","1,647.10",0,"71,277"
94,South California,2007-06-01,"10,009.10","5,413.20","3,877.50","252,768"
95E,93rd-95th,2007-06-01,"4,923.50","3,238.50","2,746","130,570"
95W,West 95th,2007-06-01,"4,642.50","4,702.20","3,157.50","133,634"
96,Lunt,2007-06-01,"1,017.10",0,0,"21,359"
97,Skokie,2007-06-01,"3,568.80","2,646.60","1,697.70","94,969"
X98,Avon Express,2007-06-01,246.7,56,0,"5,461"
100,Jeffery Manor Express,2007-06-01,782,0,0,"16,422"
103,West 103rd,2007-06-01,"3,024.40","1,890","1,180","77,682"
106,East 103rd,2007-06-01,"1,555.20",492.6,405.4,"36,743"
108,Halsted/95th,2007-06-01,"2,075.30",0,0,"43,581"
111,Pullman/111th/115th,2007-06-01,"5,333.10","3,399.60","2,488.50","138,946"
112,Vincennes/111th,2007-06-01,"3,279.20","1,504.60","1,143.40","80,961"
119,Michigan/119th,2007-06-01,"5,579.50","4,417.20","3,252.60","152,265"
120,Ogilvie/Wacker Express,2007-06-01,"1,613.60",0,0,"33,886"
121,Union/Wacker Express,2007-06-01,"1,704.40",0,0,"35,792"
122,Illinois Center/Ogilvie Express,2007-06-01,848.4,0,0,"17,815"
123,Illinois Center/Union Express,2007-06-01,823,0,0,"17,282"
124,Navy Pier,2007-06-01,"1,572.90","1,864.60","1,133.30","46,887"
125,Water Tower Express,2007-06-01,"2,360.10",0,0,"49,563"
126,Jackson,2007-06-01,"8,584","4,634.30","3,100.30","215,837"
127,Madison/Roosevelt Circulator,2007-06-01,"2,463.20",0,0,"51,727"
129,West Loop/South Loop,2007-06-01,902.1,0,0,"18,945"
130,Museum Campus,2007-06-01,262.5,452.2,350.2,"3,224"
132,Goose Island Express,2007-06-01,263,0,0,"5,522"
134,Stockton/LaSalle Express,2007-06-01,"2,991.60",0,0,"62,823"
135,Clarendon/LaSalle Express,2007-06-01,"3,912.40",0,0,"82,161"
136,Sheridan/LaSalle Express,2007-06-01,"2,140.20",0,0,"44,945"
143,Stockton/Michigan Express,2007-06-01,944.3,0,0,"19,829"
144,Marine/Michigan Express,2007-06-01,"1,349.90",0,0,"28,349"
145,Wilson/Michigan Express,2007-06-01,"7,074.10","5,082.90","3,100.20","186,371"
146,Inner Drive/Michigan Express,2007-06-01,"10,232.20","8,438.70","7,551.90","287,278"
147,Outer Drive Express,2007-06-01,"15,279.40","11,300","6,299.20","402,564"
148,Clarendon/Michigan Express,2007-06-01,"2,218.20",0,0,"46,582"
151,Sheridan,2007-06-01,"20,971.20","16,960.80","12,771.10","576,283"
152,Addison,2007-06-01,"10,995","6,285.70","4,309.30","279,561"
154,Wrigley Field Express,2007-06-01,"1,905.80","1,136.40","2,114.90","17,168"
155,Devon,2007-06-01,"6,568.50","5,607.90","4,546.60","184,164"
156,LaSalle,2007-06-01,"10,586.20",0,0,"222,311"
157,Streeterville/Taylor,2007-06-01,"2,333.80",0,0,"49,011"
165,West 65th,2007-06-01,112.8,0,0,"2,370"
168,UIC-Pilsen Express,2007-06-01,76.8,0,0,"1,613"
169,69th-UPS Express,2007-06-01,375.2,29.2,0,"8,026"
170,U. of Chicago/Midway,2007-06-01,343.8,0,0,"7,219"
171,U. of Chicago/Hyde Park,2007-06-01,766.3,423.7,289.1,"18,231"
172,U. of Chicago/Kenwood,2007-06-01,685.7,209.7,354.6,"15,737"
173,U. of Chicago/Lakeview Express,2007-06-01,125.9,0,0,"1,384"
174,U. of Chicago/Garfield Stations,2007-06-01,276.5,101.1,36,"6,320"
192,U. of Chicago Hospitals Express,2007-06-01,593.3,0,0,"12,460"
200,Main Shuttle,2007-06-01,97.9,0,0,"2,056"
201,Central/Ridge,2007-06-01,"1,393.10",661.8,55.1,"32,785"
205,Chicago/Golf,2007-06-01,860.9,0,0,"18,080"
206,Evanston Circulator,2007-06-01,541.1,0,0,"11,362"
290,Touhy Supplement,2007-06-01,16.1,10.8,6.2,411
1,Indiana/Hyde Park,2007-07-01,"2,734.50",0,0,"57,425"
2,Hyde Park Express,2007-07-01,"2,040",0,0,"42,839"
3,King Drive,2007-07-01,"19,251.60","16,723.90","11,949.30","542,875"
X3,King Drive Express,2007-07-01,"2,532.30",0,0,"53,178"
4,Cottage Grove,2007-07-01,"21,294.70","17,956","14,336.10","605,029"
X4,Cottage Grove Express,2007-07-01,"2,824.10",0,0,"59,307"
5,South Shore Night Bus,2007-07-01,468.6,495.2,664,"15,806"
6,Jackson Park Express,2007-07-01,"12,109.60","10,833.30","8,121","346,362"
7,Harrison,2007-07-01,"5,499.10",0,0,"115,480"
8,Halsted,2007-07-01,"17,772.20","13,573.80","10,322.40","489,446"
8A,South Halsted,2007-07-01,"3,458.20","2,892.10","2,617.10","99,894"
9,Ashland,2007-07-01,"20,891.70","24,861.40","18,767.10","650,774"
X9,Ashland Express,2007-07-01,"9,977.90",0,0,"209,536"
10,Museum of S & I,2007-07-01,"1,352.70","1,749.40","1,014.40","41,491"
11,Lincoln/Sedgwick,2007-07-01,"5,749.90","1,971.70","1,358.20","136,783"
12,Roosevelt,2007-07-01,"11,065.80","8,266.30","6,931.40","307,036"
14,Jeffery Express,2007-07-01,"12,181.90","5,740.90","3,882.90","302,080"
15,Jeffery Local,2007-07-01,"6,822.80","5,944","4,530","194,235"
17,Westchester,2007-07-01,417.5,0,0,"8,768"
18,16th/18th,2007-07-01,"1,362.30",926.4,756.7,"36,855"
19,United Center Express,2007-07-01,362.1,146.9,0,509
20,Madison,2007-07-01,"20,075.50","14,981.40","11,486.40","550,430"
X20,Washington/Madison Express,2007-07-01,"1,887.90",0,0,"39,645"
21,Cermak,2007-07-01,"7,952.60","7,382.20","4,766.90","225,135"
22,Clark,2007-07-01,"21,227.60","17,374.40","13,007.60","593,322"
24,Wentworth,2007-07-01,"2,958.80",0,0,"62,134"
26,South Shore Express,2007-07-01,"2,211.70",0,0,"46,446"
28,Stony Island,2007-07-01,"5,028.10","4,939.60","3,566.50","146,748"
X28,Stony Island Express,2007-07-01,"3,886",0,0,"81,606"
29,State,2007-07-01,"14,792.30","13,369.40","9,737.30","422,539"
30,South Chicago,2007-07-01,"3,007.80","2,011.70",820.7,"76,134"
33,Mag Mile Express,2007-07-01,751.4,0,0,"15,778"
34,South Michigan,2007-07-01,"4,994.50","4,045.70","3,250.90","140,573"
35,35th,2007-07-01,"6,090.30","3,807.40","2,511.30","158,193"
36,Broadway,2007-07-01,"15,195","14,728.70","10,654","441,934"
38,Ogden/Taylor,2007-07-01,"1,100",0,0,"23,101"
39,Pershing,2007-07-01,"1,649.40",0,0,"34,638"
43,43rd,2007-07-01,"1,296.20",631.1,406.8,"32,185"
44,Wallace-Racine,2007-07-01,"5,542.70","2,735.60","1,770.40","137,963"
47,47th,2007-07-01,"11,315","8,792.60","6,074.90","309,235"
48,South Damen,2007-07-01,856.2,0,0,"17,980"
49,Western,2007-07-01,"18,853.40","22,084.40","15,766","578,855"
49A,South Western,2007-07-01,571.1,0,0,"11,993"
49B,North Western,2007-07-01,"4,659.80","3,798.90","2,630.80","128,837"
X49,Western Express,2007-07-01,"11,184.10",0,0,"234,867"
50,Damen,2007-07-01,"7,822.80","4,410.40","3,142.50","200,774"
51,51st,2007-07-01,"2,036.80","1,408.30","1,004.50","54,432"
52,Kedzie/California,2007-07-01,"11,773.90","9,172.50","6,453.50","322,663"
52A,South Kedzie,2007-07-01,"4,904.50","2,129.80","1,286.30","119,231"
53,Pulaski,2007-07-01,"20,153.60","15,621.90","10,996.50","551,693"
53A,South Pulaski,2007-07-01,"7,480.40","3,779.30","2,152.50","185,120"
53AL,South Pulaski Limited,2007-07-01,648,0,0,"13,608"
54,Cicero,2007-07-01,"8,785","10,399.60","7,517.80","271,189"
X54,Cicero Express,2007-07-01,"5,731.50",0,0,"120,362"
54A,North Cicero/Skokie Blvd.,2007-07-01,"1,263.50",0,0,"26,534"
54B,South Cicero,2007-07-01,"3,658.60","4,333.90","2,589.80","109,706"
55,Garfield,2007-07-01,"11,429.30","11,267.20","8,886.60","338,404"
X55,Garfield Express,2007-07-01,"3,098.40",0,0,"65,067"
55A,55th/Austin,2007-07-01,224.9,0,0,"4,723"
55N,55th/Narragansett,2007-07-01,549.9,121.5,0,"12,033"
56,Milwaukee,2007-07-01,"13,098.20","12,920.30","7,617","372,444"
56A,North Milwaukee,2007-07-01,950.9,0,0,"19,969"
57,Laramie,2007-07-01,"2,690.30","1,374.10",955.4,"67,725"
59,59th/61st,2007-07-01,"3,297.20","1,783",0,"76,373"
60,Blue Island/26th,2007-07-01,"12,535.80","8,282.50","6,578","335,850"
62,Archer,2007-07-01,"13,174.20","8,054.60","5,904","344,299"
62H,Archer/Harlem,2007-07-01,"1,284.50",518.4,0,"29,048"
63,63rd,2007-07-01,"20,709.90","15,673.50","12,977.30","575,466"
63W,West 63rd,2007-07-01,"2,166.50",897.2,623.6,"52,828"
64,Foster-Canfield,2007-07-01,183.3,0,0,"3,849"
65,Grand,2007-07-01,"6,779.50","4,269.40","2,853.30","176,566"
66,Chicago,2007-07-01,"21,399.40","15,782.80","10,508.80","575,570"
67,67th-69th-71st,2007-07-01,"13,193.10","10,356.30","7,688.40","364,610"
68,Northwest Highway,2007-07-01,"1,316.70",692.7,286.5,"32,142"
69,Cumberland/East River,2007-07-01,381.4,0,0,"8,008"
70,Division,2007-07-01,"10,325.70","7,583.50","5,811.10","282,039"
71,71st/South Shore,2007-07-01,"10,840.30","9,166.80","6,669","304,329"
72,North,2007-07-01,"15,710.50","14,489.20","10,426.30","450,436"
73,Armitage,2007-07-01,"4,900.90","2,989.50","1,636.30","124,695"
74,Fullerton,2007-07-01,"11,689.60","10,043.30","6,881.40","326,942"
75,74th-75th,2007-07-01,"7,697.70","6,403.50","4,693.30","215,427"
76,Diversey,2007-07-01,"10,088.90","7,369.50","4,823","270,284"
77,Belmont,2007-07-01,"21,296.20","16,480.10","11,448","581,828"
78,Montrose,2007-07-01,"8,324","5,804.90","4,081.90","222,516"
79,79th,2007-07-01,"31,896.20","26,055.30","20,104.60","894,669"
80,Irving Park,2007-07-01,"11,855.90","10,320.20","7,187.40","333,380"
X80,Irving Park Express,2007-07-01,"4,018.20","1,506.90","1,261.90","97,981"
81,Lawrence,2007-07-01,"14,768.80","11,437.30","8,791.40","408,642"
81W,West Lawrence,2007-07-01,"2,012.10","1,219.50",895.7,"52,506"
82,Kimball-Homan,2007-07-01,"16,875.50","11,777.40","8,362.40","451,669"
84,Peterson,2007-07-01,"4,358.40","2,319.30","1,514.90","109,893"
85,Central,2007-07-01,"12,310.30","8,631.20","6,272.70","330,678"
85A,North Central,2007-07-01,970.4,526.6,0,"22,485"
86,Narragansett/Ridgeland,2007-07-01,"1,794.80",0,0,"37,691"
87,87th,2007-07-01,"15,734.80","11,385.20","7,153.60","418,894"
88,Higgins,2007-07-01,"1,554.60",762.2,584.8,"39,203"
90,Harlem,2007-07-01,"5,792.70","4,262.10","2,837.40","155,719"
90N,North Harlem,2007-07-01,397.9,175.4,0,"9,057"
91,Austin,2007-07-01,"8,267.80","4,687.50","3,265.10","211,963"
92,Foster,2007-07-01,"7,132.70","4,161.20","3,029.40","184,608"
93,California/Dodge,2007-07-01,"2,899.30","1,623.90",0,"67,382"
94,South California,2007-07-01,"9,610.60","5,243.40","3,871.60","246,027"
95E,93rd-95th,2007-07-01,"4,527.60","3,077.10","2,682.90","123,485"
95W,West 95th,2007-07-01,"4,486.70","5,216.50","3,241.80","134,538"
96,Lunt,2007-07-01,"1,008.60",0,0,"21,180"
97,Skokie,2007-07-01,"3,508.10","2,538.50","1,488.20","92,753"
X98,Avon Express,2007-07-01,371.8,59.5,0,"8,045"
100,Jeffery Manor Express,2007-07-01,642.9,0,0,"13,500"
103,West 103rd,2007-07-01,"2,947","1,723.70","1,249.10","76,277"
106,East 103rd,2007-07-01,"1,507.50",462.9,386.7,"35,829"
108,Halsted/95th,2007-07-01,"1,865.20",0,0,"39,169"
111,Pullman/111th/115th,2007-07-01,"5,153.80","3,370.90","2,451.80","136,425"
112,Vincennes/111th,2007-07-01,"2,918.50","1,574.10","1,214.20","74,870"
119,Michigan/119th,2007-07-01,"5,462","4,227.20","3,184.90","150,721"
120,Ogilvie/Wacker Express,2007-07-01,"1,596.20",0,0,"33,521"
121,Union/Wacker Express,2007-07-01,"1,444.40",0,0,"30,333"
122,Illinois Center/Ogilvie Express,2007-07-01,843.5,0,0,"17,714"
123,Illinois Center/Union Express,2007-07-01,775.4,0,0,"16,284"
124,Navy Pier,2007-07-01,"1,807.10","2,175.80","1,555.70","55,987"
125,Water Tower Express,2007-07-01,"2,182.80",0,0,"45,840"
126,Jackson,2007-07-01,"8,270.60","4,857.40","3,446.40","213,791"
127,Madison/Roosevelt Circulator,2007-07-01,"2,339.10",0,0,"49,121"
129,West Loop/South Loop,2007-07-01,843.1,0,0,"17,704"
130,Museum Campus,2007-07-01,0,678.2,416.8,"5,213"
132,Goose Island Express,2007-07-01,282.6,0,0,"5,934"
134,Stockton/LaSalle Express,2007-07-01,"3,084.60",0,0,"64,776"
135,Clarendon/LaSalle Express,2007-07-01,"3,788.70",0,0,"79,563"
136,Sheridan/LaSalle Express,2007-07-01,"2,029.80",0,0,"42,627"
143,Stockton/Michigan Express,2007-07-01,930,0,0,"19,531"
144,Marine/Michigan Express,2007-07-01,"1,312",0,0,"27,553"
145,Wilson/Michigan Express,2007-07-01,"6,940.30","4,676.60","3,306.40","184,291"
146,Inner Drive/Michigan Express,2007-07-01,"10,468","9,180.70","7,214.70","299,838"
147,Outer Drive Express,2007-07-01,"15,104.50","11,240.90","6,531.80","401,349"
148,Clarendon/Michigan Express,2007-07-01,"1,977.40",0,0,"41,525"
151,Sheridan,2007-07-01,"21,179.30","17,661.90","13,529.50","596,590"
152,Addison,2007-07-01,"9,955.40","6,004.30","4,043.30","257,340"
154,Wrigley Field Express,2007-07-01,"1,417","1,748.10","1,796.70","13,843"
155,Devon,2007-07-01,"6,537.40","5,890.10","4,856.60","189,986"
156,LaSalle,2007-07-01,"10,626.50",0,0,"223,157"
157,Streeterville/Taylor,2007-07-01,"2,201.70",0,0,"46,235"
165,West 65th,2007-07-01,108.1,0,0,"2,270"
168,UIC-Pilsen Express,2007-07-01,76.5,0,0,"1,607"
169,69th-UPS Express,2007-07-01,387.5,33.3,0,"8,271"
170,U. of Chicago/Midway,2007-07-01,312.7,0,0,"6,567"
171,U. of Chicago/Hyde Park,2007-07-01,208,0,0,"4,368"
172,U. of Chicago/Kenwood,2007-07-01,424.6,0,0,"8,916"
174,U. of Chicago/Garfield Stations,2007-07-01,257.4,0,0,"5,406"
192,U. of Chicago Hospitals Express,2007-07-01,618,0,0,"12,977"
200,Main Shuttle,2007-07-01,102.8,0,0,"2,158"
201,Central/Ridge,2007-07-01,"1,393.60",673.4,45.3,"32,232"
205,Chicago/Golf,2007-07-01,782.2,0,0,"16,426"
206,Evanston Circulator,2007-07-01,437.6,0,0,"9,190"
290,Touhy Supplement,2007-07-01,14.4,14.8,9.5,420
1001,Shuttle/Special Event Route,2007-07-01,207,"11,808.50","8,210.50","41,073"
1,Indiana/Hyde Park,2007-08-01,"2,680.90",0,0,"61,661"
2,Hyde Park Express,2007-08-01,"1,969.70",0,0,"45,302"
3,King Drive,2007-08-01,"19,475.30","15,905","10,505.90","553,576"
X3,King Drive Express,2007-08-01,"2,434.20",0,0,"55,986"
4,Cottage Grove,2007-08-01,"20,512.80","18,134.30","13,035.80","596,474"
X4,Cottage Grove Express,2007-08-01,"2,739.90",0,0,"63,017"
5,South Shore Night Bus,2007-08-01,472.6,602.1,527,"15,385"
6,Jackson Park Express,2007-08-01,"11,279.40","9,766.10","7,386.90","328,039"
7,Harrison,2007-08-01,"5,608.60",0,0,"128,998"
8,Halsted,2007-08-01,"18,530.10","13,286.40","9,964.10","519,193"
8A,South Halsted,2007-08-01,"3,392.30","2,974","2,083.20","98,251"
9,Ashland,2007-08-01,"20,577.90","24,604","17,538","641,860"
X9,Ashland Express,2007-08-01,"10,374.20",0,0,"238,607"
10,Museum of S & I,2007-08-01,"1,293.90","1,616.80",893.1,"33,330"
11,Lincoln/Sedgwick,2007-08-01,"5,604.30","2,056.20","1,336.60","142,471"
12,Roosevelt,2007-08-01,"11,304.10","8,424.50","6,897.80","321,283"
14,Jeffery Express,2007-08-01,"11,735.80","5,285.60","3,029.90","303,187"
15,Jeffery Local,2007-08-01,"6,221.80","5,938.90","4,237.90","183,808"
17,Westchester,2007-08-01,434.1,0,0,"9,983"
18,16th/18th,2007-08-01,"1,383.30",908.1,738.4,"38,401"
19,United Center Express,2007-08-01,0,261.2,0,261
20,Madison,2007-08-01,"19,677","15,175.70","10,422.30","554,963"
X20,Washington/Madison Express,2007-08-01,"1,811",0,0,"41,652"
21,Cermak,2007-08-01,"7,803.40","6,904.50","4,631.60","225,624"
22,Clark,2007-08-01,"20,400.50","17,144.50","13,202.50","590,600"
24,Wentworth,2007-08-01,"2,812.50",0,0,"64,687"
26,South Shore Express,2007-08-01,"2,297.70",0,0,"52,847"
28,Stony Island,2007-08-01,"4,753.60","4,914.70","3,161.60","141,638"
X28,Stony Island Express,2007-08-01,"3,696.10",0,0,"85,010"
29,State,2007-08-01,"14,575.90","12,730.70","8,693.30","420,942"
30,South Chicago,2007-08-01,"2,804.20","1,970.80",726.9,"75,286"
33,Mag Mile Express,2007-08-01,747.3,0,0,"17,187"
34,South Michigan,2007-08-01,"4,996.60","4,056.40","3,080.70","143,470"
35,35th,2007-08-01,"6,293.50","4,077","2,380.50","170,580"
36,Broadway,2007-08-01,"14,583.70","13,863.60","10,306.40","432,105"
38,Ogden/Taylor,2007-08-01,"1,134.30",0,0,"26,090"
39,Pershing,2007-08-01,"1,721.70",0,0,"39,598"
43,43rd,2007-08-01,"1,320.10",830.8,370.7,"35,168"
44,Wallace-Racine,2007-08-01,"5,515.20","2,708.80","1,703.40","144,498"
47,47th,2007-08-01,"11,336.60","9,325.60","6,180.10","322,766"
48,South Damen,2007-08-01,830.6,0,0,"19,104"
49,Western,2007-08-01,"18,382.30","21,580.90","14,992.20","569,085"
49A,South Western,2007-08-01,593,0,0,"13,638"
49B,North Western,2007-08-01,"4,740.30","3,363.90","2,212.90","131,334"
X49,Western Express,2007-08-01,"11,128.60",0,0,"255,958"
50,Damen,2007-08-01,"7,931.20","4,582.20","3,137.40","213,297"
51,51st,2007-08-01,"2,032.40","1,442.20",971.6,"56,400"
52,Kedzie/California,2007-08-01,"11,646.30","9,093.30","6,101","328,643"
52A,South Kedzie,2007-08-01,"4,793.30","1,961.60","1,347.20","123,482"
53,Pulaski,2007-08-01,"20,262.60","15,367.20","10,547.50","569,700"
53A,South Pulaski,2007-08-01,"7,298.40","3,789.20","2,173.40","191,715"
53AL,South Pulaski Limited,2007-08-01,626.2,0,0,"14,403"
54,Cicero,2007-08-01,"8,795.70","10,152.90","7,169.60","271,592"
X54,Cicero Express,2007-08-01,"5,588.60",0,0,"128,538"
54A,North Cicero/Skokie Blvd.,2007-08-01,"1,203.70",0,0,"27,685"
54B,South Cicero,2007-08-01,"3,678.20","4,374.90","2,574.70","112,398"
