route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
1,Indiana/Hyde Park,2001-01-01,"6,982.60",0,0,"153,617"
2,Hyde Park Express,2001-01-01,"1,000",0,0,"22,001"
3,King Drive,2001-01-01,"21,406.50","13,210.70","8,725.30","567,413"
4,Cottage Grove,2001-01-01,"22,432.20","17,994","10,662.20","618,796"
6,Jackson Park Express,2001-01-01,"18,443","13,088.20","7,165.60","493,926"
7,Harrison,2001-01-01,"5,504.40",0,0,"121,097"
8,Halsted,2001-01-01,"19,582.20","12,420","8,280.80","521,892"
8A,South Halsted,2001-01-01,"3,196.50","3,006.60","1,336.20","89,030"
9,Ashland,2001-01-01,"29,265.40","22,621.70","15,336.10","811,006"
10,Museum of S & I,2001-01-01,0,562.6,372.9,"4,115"
11,Lincoln/Sedgwick,2001-01-01,"3,448.70","1,667.30",869.5,"86,887"
12,Roosevelt,2001-01-01,"10,763.50","6,950.60","4,691","288,055"
14,Jeffery Express,2001-01-01,"8,484.30",0,0,"186,655"
17,Westchester,2001-01-01,514.5,0,0,"11,319"
18,16th/18th,2001-01-01,"1,923.80",898.5,642.3,"49,130"
19,United Center Express,2001-01-01,322,327.1,368.4,"6,273"
20,Madison,2001-01-01,"21,570.30","12,804.30","8,184","566,683"
21,Cermak,2001-01-01,"7,423.70","7,747.20","4,781","218,216"
X21,Cermak Express,2001-01-01,0,"1,177.90",855.9,"8,991"
22,Clark,2001-01-01,"21,206.20","14,634.50","10,462.20","577,386"
24,Wentworth,2001-01-01,"3,893.40",0,0,"85,655"
25,West Cermak,2001-01-01,144.8,0,0,"3,186"
27,South Deering,2001-01-01,"5,629.50","2,984.10","2,423.60","147,904"
28,Stony Island,2001-01-01,"11,964.90","11,269.60","5,587.80","336,246"
29,State,2001-01-01,"16,328.20","12,511.50","8,537.90","451,955"
30,South Chicago,2001-01-01,"3,823.50","1,960.20",652.2,"95,218"
33,Mag Mile Express,2001-01-01,770.2,0,0,"16,944"
34,South Michigan,2001-01-01,"7,911.60","5,744.20","3,580.50","214,933"
35,35th,2001-01-01,"5,977.70","3,342.50","1,810.10","153,931"
36,Broadway,2001-01-01,"15,360","13,898.60","8,687.40","436,950"
37,Sedgwick,2001-01-01,"2,500.60",0,0,"55,014"
39,Pershing,2001-01-01,"2,249.60",0,0,"49,492"
43,43rd,2001-01-01,"1,351",679.3,354.8,"34,213"
44,Wallace-Racine,2001-01-01,"6,559.20","2,696","1,564.60","162,910"
47,47th,2001-01-01,"8,069.80","6,422.70","3,490.70","220,680"
48,South Damen,2001-01-01,"1,120.60",0,0,"24,654"
49,Western,2001-01-01,"23,732.10","20,598.90","12,432.20","666,662"
49A,South Western,2001-01-01,333.3,0,0,"7,332"
49B,North Western,2001-01-01,"5,087.60","3,065","1,954.10","133,958"
X49,Western Express,2001-01-01,"5,131.80",0,0,"112,899"
50,Damen,2001-01-01,"8,322.70","4,419.70","2,470.10","213,128"
51,51st,2001-01-01,"4,654.80","3,675","2,169.40","127,952"
52,Kedzie/California,2001-01-01,"11,592.40","8,223.90","5,112.60","313,490"
52A,South Kedzie,2001-01-01,"5,919.10","3,596.10","1,925.50","154,232"
53,Pulaski,2001-01-01,"21,726","15,984.40","9,466.20","589,242"
53A,South Pulaski,2001-01-01,"9,037.40","3,198","1,417.10","218,700"
54,Cicero,2001-01-01,"12,138.90","9,536.30","5,940.50","334,903"
54A,North Cicero/Skokie Blvd.,2001-01-01,"1,281.30",0,0,"28,188"
54B,South Cicero,2001-01-01,"4,775.50","4,468.60","2,377.50","134,823"
55,Garfield,2001-01-01,"12,778.50","9,126.40","6,495.90","350,112"
55N,55th/Narragansett,2001-01-01,"1,071.80",164.4,0,"24,237"
56,Milwaukee,2001-01-01,"14,274.60","9,160.40","6,174.40","381,555"
56A,North Milwaukee,2001-01-01,568.5,0,0,"11,938"
57,Laramie,2001-01-01,"3,042.60","1,412.80",616.1,"75,668"
59,59th/61st,2001-01-01,"4,260.50","2,222.60",0,"102,622"
60,Blue Island/26th,2001-01-01,"13,431.40","9,929.40","6,310.60","366,761"
62,Archer,2001-01-01,"14,926","6,856.30","4,667.40","379,135"
62H,Archer/Harlem,2001-01-01,"1,392.20",640,0,"33,189"
63,63rd,2001-01-01,"21,814.10","17,120.80","11,466.50","605,727"
63W,West 63rd,2001-01-01,"2,196.40",720.5,378.2,"53,094"
64,Foster-Canfield,2001-01-01,337.2,0,0,"7,419"
65,Grand,2001-01-01,"6,695.30","3,173.90","1,805.70","169,020"
66,Chicago,2001-01-01,"21,001.50","13,332.80","8,478.80","557,759"
67,67th-69th-71st,2001-01-01,"14,219.50","9,844.60","7,025.60","387,336"
68,Northwest Highway,2001-01-01,"1,579.50",608.1,286.5,"38,614"
69,Cumberland/East River,2001-01-01,417.2,0,0,"8,761"
70,Division,2001-01-01,"11,102.50","7,625.80","5,264","301,077"
71,71st/South Shore,2001-01-01,"7,136.70","5,565.30","3,119","194,863"
72,North,2001-01-01,"15,417.40","11,359.30","6,853.70","418,889"
73,Armitage,2001-01-01,"4,994.30","2,688.60","1,372.40","127,491"
74,Fullerton,2001-01-01,"12,842.30","9,858.60","5,968","351,804"
75,74th-75th,2001-01-01,"7,081.70","4,725.30","2,795.50","188,676"
76,Diversey,2001-01-01,"13,254.30","8,168.30","4,827.20","348,404"
77,Belmont,2001-01-01,"19,856.30","12,733.90","8,400","529,774"
78,Montrose,2001-01-01,"8,891.80","5,826.30","3,274.20","235,297"
79,79th,2001-01-01,"30,018.40","23,808.60","15,573.70","833,507"
80,Irving Park,2001-01-01,"11,837.80","8,077.10","5,275.20","319,117"
81,Lawrence,2001-01-01,"14,489.30","11,561.80","7,558","402,803"
81W,West Lawrence,2001-01-01,"1,577.30",837.2,337.6,"39,738"
82,Kimball-Homan,2001-01-01,"19,622.70","11,451.60","6,745.80","511,235"
84,Peterson,2001-01-01,"4,357.50","2,418.10","1,145.60","111,265"
85,Central,2001-01-01,"13,188.50","8,148.90","4,850.70","346,996"
85A,North Central,2001-01-01,952.5,148.7,0,"21,550"
86,Narragansett/Ridgeland,2001-01-01,"1,831.20",0,0,"40,287"
87,87th,2001-01-01,"15,732.20","10,389.70","5,571.50","415,524"
88,Higgins,2001-01-01,"1,721.80",650.3,523.9,"43,101"
90,Harlem,2001-01-01,"3,880.40","3,002.10","1,382.30","104,289"
90N,North Harlem,2001-01-01,318.9,98.7,0,"7,412"
91,Austin,2001-01-01,"8,583.50","4,415","2,384.80","218,421"
92,Foster,2001-01-01,"7,414.50","4,123.20","2,316.90","191,196"
93,California/Dodge,2001-01-01,"2,228","1,057.50",0,"53,246"
94,South California,2001-01-01,"10,603.70","4,792.60","3,467","269,786"
95E,93rd-95th,2001-01-01,"5,787.10","4,530.50","3,014.30","160,511"
95W,West 95th,2001-01-01,"5,162.60","4,526.50","2,556.70","144,468"
96,Lunt,2001-01-01,"1,343.20",0,0,"29,550"
97,Skokie,2001-01-01,"3,681.40","2,066.70","1,167.50","95,096"
100,Jeffery Manor Express,2001-01-01,"1,167",0,0,"25,673"
103,West 103rd,2001-01-01,"3,704.90","1,564.80","1,071","93,121"
106,East 103rd,2001-01-01,"2,317.80",570.3,398.4,"55,265"
108,Halsted/95th,2001-01-01,"2,928.10",0,0,"64,417"
111,Pullman/111th/115th,2001-01-01,"6,074.40","3,474.90","2,062.40","157,849"
112,Vincennes/111th,2001-01-01,"3,874","1,439.30",935.1,"95,661"
119,Michigan/119th,2001-01-01,"5,171.20","4,747.30","2,890.10","147,205"
120,Ogilvie/Wacker Express,2001-01-01,635.5,0,0,"13,982"
121,Union/Wacker Express,2001-01-01,"1,210.60",0,0,"26,633"
122,Illinois Center/Ogilvie Express,2001-01-01,"1,122.90",0,0,"24,705"
123,Illinois Center/Union Express,2001-01-01,886.2,0,0,"19,495"
125,Water Tower Express,2001-01-01,"2,690.80",0,0,"59,197"
126,Jackson,2001-01-01,"10,129.20","4,785.90","2,650.50","255,239"
127,Madison/Roosevelt Circulator,2001-01-01,245.9,0,0,"5,410"
129,West Loop/South Loop,2001-01-01,792.7,0,0,"17,439"
135,Clarendon/LaSalle Express,2001-01-01,"2,621.30",0,0,"57,669"
136,Sheridan/LaSalle Express,2001-01-01,"2,055.40",0,0,"45,218"
145,Wilson/Michigan Express,2001-01-01,"8,074.30","4,110.50","1,831.20","203,232"
146,Inner Drive/Michigan Express,2001-01-01,"9,355.10","5,362.40","3,117.40","242,849"
147,Outer Drive Express,2001-01-01,"8,812.60","5,443.10",0,"215,649"
151,Sheridan,2001-01-01,"23,604.80","14,136.30","11,694.70","634,324"
152,Addison,2001-01-01,"10,738.10","4,457.20","2,287.10","265,503"
155,Devon,2001-01-01,"7,283.40","5,229.90","3,555.30","198,930"
156,LaSalle,2001-01-01,"9,039.10",0,0,"198,859"
157,Streeterville/Taylor,2001-01-01,"3,315.20",0,0,"72,933"
169,69th-UPS Express,2001-01-01,885.9,53.7,0,"19,704"
170,U. of Chicago/Midway,2001-01-01,287.1,0,0,"6,315"
171,U. of Chicago/Hyde Park,2001-01-01,864.9,413.2,178.3,"21,573"
172,U. of Chicago/Kenwood,2001-01-01,890.2,74.4,46.6,"20,116"
173,U. of Chicago/Lakeview Express,2001-01-01,253,562.1,254.6,"9,088"
201,Central/Ridge,2001-01-01,"1,275.30",615.9,268.9,"31,865"
202,Main/Emerson,2001-01-01,480.1,0,0,"10,563"
203,Ridge/Grant,2001-01-01,"1,593.30",0,0,"35,053"
204,Dodge,2001-01-01,"1,445.40",0,0,"31,798"
1,Indiana/Hyde Park,2001-02-01,"7,401.40",0,0,"148,028"
2,Hyde Park Express,2001-02-01,976.8,0,0,"19,535"
3,King Drive,2001-02-01,"23,226","14,743","10,136.20","564,037"
4,Cottage Grove,2001-02-01,"23,907.90","17,637","11,797.60","595,896"
6,Jackson Park Express,2001-02-01,"19,337.20","12,335.80","7,917.80","467,758"
7,Harrison,2001-02-01,"5,684.40",0,0,"113,688"
8,Halsted,2001-02-01,"20,741.70","12,528.90","9,279.60","502,067"
8A,South Halsted,2001-02-01,"3,296.30","2,786.20","1,535.40","83,212"
9,Ashland,2001-02-01,"31,183.80","23,385.30","16,717.40","784,087"
10,Museum of S & I,2001-02-01,0,633.7,470.3,"4,416"
11,Lincoln/Sedgwick,2001-02-01,"3,606.10","1,661.20",969.2,"82,644"
12,Roosevelt,2001-02-01,"11,000.40","6,809.70","5,125.90","267,751"
14,Jeffery Express,2001-02-01,"9,048.20",0,0,"180,965"
17,Westchester,2001-02-01,531.9,0,0,"10,638"
18,16th/18th,2001-02-01,"2,075.40",896.8,618.7,"47,570"
19,United Center Express,2001-02-01,295.5,331.3,286.1,"6,903"
20,Madison,2001-02-01,"23,086.40","13,594.90","8,935.20","551,849"
21,Cermak,2001-02-01,"7,910","7,563.80","5,991.40","212,421"
X21,Cermak Express,2001-02-01,0,"1,559.90","1,100","10,639"
22,Clark,2001-02-01,"21,849.70","14,712.50","11,108.60","540,279"
24,Wentworth,2001-02-01,"4,403.20",0,0,"88,063"
25,West Cermak,2001-02-01,222.9,0,0,"4,458"
27,South Deering,2001-02-01,"5,805.50","3,309.50","2,486.80","139,294"
28,Stony Island,2001-02-01,"12,843.10","10,029.10","5,978.70","320,893"
29,State,2001-02-01,"17,481.60","12,203.10","8,857.20","433,873"
30,South Chicago,2001-02-01,"4,110.70","1,961.20",861.2,"93,503"
33,Mag Mile Express,2001-02-01,673.6,0,0,"13,473"
34,South Michigan,2001-02-01,"8,251.80","5,887.70","3,809.40","203,824"
35,35th,2001-02-01,"6,043.60","3,262.60","1,942.60","141,693"
36,Broadway,2001-02-01,"15,751.50","13,133.70","9,224.70","404,463"
37,Sedgwick,2001-02-01,"2,593.30",0,0,"51,866"
39,Pershing,2001-02-01,"2,242.90",0,0,"44,859"
43,43rd,2001-02-01,"1,390.60",658.6,358.1,"31,879"
44,Wallace-Racine,2001-02-01,"6,877.60","2,743.40","1,560.60","154,768"
47,47th,2001-02-01,"8,636","6,242.40","3,854.10","213,107"
48,South Damen,2001-02-01,"1,293.90",0,0,"25,878"
49,Western,2001-02-01,"24,342.70","19,506.10","12,396.50","614,464"
49A,South Western,2001-02-01,444.1,0,0,"8,882"
49B,North Western,2001-02-01,"5,039","3,296.30","2,091.90","122,332"
X49,Western Express,2001-02-01,"5,654.30",0,0,"113,085"
50,Damen,2001-02-01,"8,839.30","4,098.70","2,818.20","204,453"
51,51st,2001-02-01,"5,124.60","3,593.90","2,348.60","126,263"
52,Kedzie/California,2001-02-01,"12,412.40","8,292.80","5,632.10","303,947"
52A,South Kedzie,2001-02-01,"6,113.80","3,246.10","1,877.10","142,769"
53,Pulaski,2001-02-01,"22,111.60","14,411.70","9,369.90","537,359"
53A,South Pulaski,2001-02-01,"9,793.70","2,957.60","1,508.80","213,739"
54,Cicero,2001-02-01,"13,016.80","9,070.80","6,677.50","323,328"
54A,North Cicero/Skokie Blvd.,2001-02-01,"1,373.70",0,0,"27,474"
54B,South Cicero,2001-02-01,"4,818.10","4,191.10","2,589.80","123,486"
55,Garfield,2001-02-01,"13,244.60","8,902.10","7,052.30","328,710"
55N,55th/Narragansett,2001-02-01,"1,162",162.8,0,"23,891"
56,Milwaukee,2001-02-01,"14,732.90","8,891","6,289.60","355,380"
56A,North Milwaukee,2001-02-01,540.7,0,0,"10,814"
57,Laramie,2001-02-01,"3,077","1,423.80",650.2,"69,836"
59,59th/61st,2001-02-01,"4,593","2,230.10",0,"100,781"
60,Blue Island/26th,2001-02-01,"14,023.40","9,395.70","6,819.60","345,328"
62,Archer,2001-02-01,"15,473","6,770.30","4,642.10","355,110"
62H,Archer/Harlem,2001-02-01,"1,447.20",552.9,0,"31,155"
63,63rd,2001-02-01,"22,932.30","18,001.70","12,559.40","580,890"
63W,West 63rd,2001-02-01,"2,234.90",644.8,424.3,"48,975"
64,Foster-Canfield,2001-02-01,299.3,0,0,"5,986"
65,Grand,2001-02-01,"6,868.30","2,964.60","1,706.30","156,050"
66,Chicago,2001-02-01,"21,441","12,708.40","8,070.90","511,938"
67,67th-69th-71st,2001-02-01,"14,717","9,908.30","7,177.10","362,682"
68,Northwest Highway,2001-02-01,"1,758.80",649.5,257.5,"38,803"
69,Cumberland/East River,2001-02-01,466.2,0,0,"8,858"
70,Division,2001-02-01,"10,967.60","7,142.30","5,658.50","270,554"
71,71st/South Shore,2001-02-01,"7,650.90","5,818.30","3,525.70","190,393"
72,North,2001-02-01,"15,783.40","10,803.70","7,612.30","389,332"
73,Armitage,2001-02-01,"5,320.60","2,199.40","1,419.20","120,886"
74,Fullerton,2001-02-01,"13,381","10,172.30","7,385.90","337,853"
75,74th-75th,2001-02-01,"7,381.30","4,746.80","3,080.60","178,935"
76,Diversey,2001-02-01,"13,775.40","6,886.90","5,484.30","324,993"
77,Belmont,2001-02-01,"20,885.20","12,153.80","8,920.70","502,001"
78,Montrose,2001-02-01,"9,341.30","5,803.60","3,336.40","223,386"
79,79th,2001-02-01,"32,205.80","23,639.80","16,737.10","805,623"
80,Irving Park,2001-02-01,"11,989","7,662.90","5,326.30","291,736"
81,Lawrence,2001-02-01,"15,145.20","11,140.30","7,563.90","377,721"
81W,West Lawrence,2001-02-01,"1,505.20",851.7,444,"35,286"
82,Kimball-Homan,2001-02-01,"21,175.60","12,105.20","7,245.60","500,916"
84,Peterson,2001-02-01,"4,369.30","1,983.80","1,213.70","100,176"
85,Central,2001-02-01,"13,316.80","8,252.30","5,260.90","320,389"
85A,North Central,2001-02-01,879.8,51.8,0,"17,802"
86,Narragansett/Ridgeland,2001-02-01,"2,187",0,0,"43,741"
87,87th,2001-02-01,"16,279.60","10,064.70","6,168.60","390,526"
88,Higgins,2001-02-01,"1,705.20",765.6,939.9,"40,925"
90,Harlem,2001-02-01,"3,967","2,612.50","1,503.40","95,804"
90N,North Harlem,2001-02-01,360.1,117.7,0,"7,673"
91,Austin,2001-02-01,"8,550.50","4,194.40","2,306.30","197,013"
92,Foster,2001-02-01,"7,803.50","4,099.30","2,744","183,443"
93,California/Dodge,2001-02-01,"2,249.30",974.8,0,"48,884"
94,South California,2001-02-01,"10,951.80","4,518.50","3,431.30","250,835"
95E,93rd-95th,2001-02-01,"5,773.60","4,785.10","3,102.10","147,020"
95W,West 95th,2001-02-01,"5,348.80","4,890.20","3,093.90","138,913"
96,Lunt,2001-02-01,"1,332",0,0,"26,640"
97,Skokie,2001-02-01,"3,788.50","1,932.10","1,232.60","88,429"
100,Jeffery Manor Express,2001-02-01,"1,177.70",0,0,"23,555"
103,West 103rd,2001-02-01,"3,852","1,457.50","1,155.90","87,493"
106,East 103rd,2001-02-01,"2,663.30",611.2,487.6,"57,661"
108,Halsted/95th,2001-02-01,"3,104.70",0,0,"62,094"
111,Pullman/111th/115th,2001-02-01,"6,361.60","3,700.40","2,243.80","151,009"
112,Vincennes/111th,2001-02-01,"4,003.70","1,374.80",965.9,"89,438"
119,Michigan/119th,2001-02-01,"5,484.80","4,686.40","3,177.50","141,151"
120,Ogilvie/Wacker Express,2001-02-01,624.8,0,0,"12,496"
121,Union/Wacker Express,2001-02-01,"1,345",0,0,"26,900"
122,Illinois Center/Ogilvie Express,2001-02-01,"1,053.40",0,0,"21,067"
123,Illinois Center/Union Express,2001-02-01,776.8,0,0,"15,536"
125,Water Tower Express,2001-02-01,"2,385",0,0,"47,699"
126,Jackson,2001-02-01,"10,761.90","4,884.70","2,817.70","246,048"
127,Madison/Roosevelt Circulator,2001-02-01,214.5,0,0,"4,290"
128,Soldier Field Express,2001-02-01,0,148.1,0,148
129,West Loop/South Loop,2001-02-01,811.5,0,0,"16,231"
135,Clarendon/LaSalle Express,2001-02-01,"2,703.50",0,0,"54,070"
136,Sheridan/LaSalle Express,2001-02-01,"1,958.30",0,0,"39,165"
145,Wilson/Michigan Express,2001-02-01,"8,682","3,798.20","2,024","196,929"
146,Inner Drive/Michigan Express,2001-02-01,"9,206.20","5,636.20","3,353.70","220,082"
147,Outer Drive Express,2001-02-01,"9,123","5,347.70",0,"203,852"
151,Sheridan,2001-02-01,"24,656.80","14,270","12,550","600,416"
152,Addison,2001-02-01,"11,210.90","4,164.60","2,243.20","249,850"
155,Devon,2001-02-01,"7,303","5,146.80","3,888","182,199"
156,LaSalle,2001-02-01,"9,112.30",0,0,"182,247"
157,Streeterville/Taylor,2001-02-01,"3,279",0,0,"65,581"
169,69th-UPS Express,2001-02-01,852.6,78,0,"17,365"
170,U. of Chicago/Midway,2001-02-01,287.9,0,0,"5,758"
171,U. of Chicago/Hyde Park,2001-02-01,918.1,271.3,320.2,"20,728"
172,U. of Chicago/Kenwood,2001-02-01,933.5,75.1,56.8,"19,198"
173,U. of Chicago/Lakeview Express,2001-02-01,252.5,493.9,169.4,"7,703"
201,Central/Ridge,2001-02-01,"1,314.60",559.2,341.8,"29,896"
202,Main/Emerson,2001-02-01,514.7,0,0,"10,294"
203,Ridge/Grant,2001-02-01,"1,823.80",0,0,"36,476"
204,Dodge,2001-02-01,"1,578.30",0,0,"31,565"
1,Indiana/Hyde Park,2001-03-01,"7,571.80",0,0,"166,579"
2,Hyde Park Express,2001-03-01,862,0,0,"18,964"
3,King Drive,2001-03-01,"23,081.60","14,786.60","8,979.50","617,646"
4,Cottage Grove,2001-03-01,"24,463.90","19,493.70","11,761.60","682,721"
6,Jackson Park Express,2001-03-01,"19,086.80","12,859.50","7,180.50","512,929"
7,Harrison,2001-03-01,"5,729.10",0,0,"126,040"
8,Halsted,2001-03-01,"20,442.80","13,256.70","9,257.30","553,054"
8A,South Halsted,2001-03-01,"3,286.80","2,914.50","1,586.40","93,228"
9,Ashland,2001-03-01,"31,563.90","23,909.90","16,119.40","878,433"
10,Museum of S & I,2001-03-01,0,974.8,534.1,"7,010"
11,Lincoln/Sedgwick,2001-03-01,"3,725.60","1,875.10","1,088.10","95,692"
12,Roosevelt,2001-03-01,"11,387.90","7,384.80","5,398.40","309,052"
14,Jeffery Express,2001-03-01,"9,540.60",0,0,"209,894"
17,Westchester,2001-03-01,578,0,0,"12,716"
18,16th/18th,2001-03-01,"1,717.80",979.8,710.8,"45,533"
19,United Center Express,2001-03-01,983.3,"2,112.20",644.9,"22,537"
20,Madison,2001-03-01,"22,559.60","14,278","8,496.70","601,687"
21,Cermak,2001-03-01,"7,861.80","8,240.30","5,852.50","237,571"
X21,Cermak Express,2001-03-01,0,"1,174",511.2,"7,915"
22,Clark,2001-03-01,"22,534.90","15,977.90","11,678","622,370"
24,Wentworth,2001-03-01,"4,669.20",0,0,"102,721"
25,West Cermak,2001-03-01,274.5,0,0,"6,040"
27,South Deering,2001-03-01,"6,091.20","3,486.80","2,549.10","161,636"
28,Stony Island,2001-03-01,"13,173.10","10,381.40","6,018","365,786"
29,State,2001-03-01,"17,732.80","13,083.90","9,137.50","492,091"
30,South Chicago,2001-03-01,"4,203.30","2,201.10",707.4,"106,308"
33,Mag Mile Express,2001-03-01,780.3,0,0,"17,166"
34,South Michigan,2001-03-01,"8,338","6,218.60","4,215.20","231,390"
35,35th,2001-03-01,"6,190.30","3,611.60","2,076.30","162,549"
36,Broadway,2001-03-01,"15,571.80","14,705.20","9,019.40","452,183"
37,Sedgwick,2001-03-01,"2,618.10",0,0,"57,598"
39,Pershing,2001-03-01,"2,255.80",0,0,"49,629"
43,43rd,2001-03-01,"1,308.10",722,368.7,"33,863"
44,Wallace-Racine,2001-03-01,"6,994.10","3,150.30","1,662.50","176,272"
47,47th,2001-03-01,"8,657.90","6,689.20","3,835.80","239,264"
48,South Damen,2001-03-01,"1,313.70",0,0,"28,902"
49,Western,2001-03-01,"24,336.20","20,586.90","12,524.60","688,429"
49A,South Western,2001-03-01,437,0,0,"9,614"
49B,North Western,2001-03-01,"5,150.20","3,373.90","2,091.20","138,538"
X49,Western Express,2001-03-01,"6,016.40",0,0,"132,360"
50,Damen,2001-03-01,"9,353.50","4,719.60","2,918.60","241,049"
51,51st,2001-03-01,"4,966.50","4,193.20","2,092.80","138,600"
52,Kedzie/California,2001-03-01,"12,226.50","9,252.40","5,549.40","337,442"
52A,South Kedzie,2001-03-01,"6,445.20","3,810.10","2,187.60","169,595"
53,Pulaski,2001-03-01,"22,336.20","16,071.40","10,142.30","612,322"
53A,South Pulaski,2001-03-01,"9,781.80","3,558.80","1,672.90","239,686"
54,Cicero,2001-03-01,"12,638.40","10,284.90","6,537.40","355,619"
54A,North Cicero/Skokie Blvd.,2001-03-01,"1,444.60",0,0,"31,781"
54B,South Cicero,2001-03-01,"5,084.50","5,160.60","2,753.90","148,677"
55,Garfield,2001-03-01,"13,365","9,828.90","7,085","371,515"
55N,55th/Narragansett,2001-03-01,"1,138.30",165.4,0,"25,869"
56,Milwaukee,2001-03-01,"15,492.30","10,097.60","7,307.10","420,547"
56A,North Milwaukee,2001-03-01,633.7,0,0,"13,941"
57,Laramie,2001-03-01,"3,156.40","1,646.90",684.9,"80,416"
59,59th/61st,2001-03-01,"4,569","2,336.70",0,"112,201"
60,Blue Island/26th,2001-03-01,"14,751.90","10,674.10","6,835.80","405,256"
62,Archer,2001-03-01,"15,564.30","8,070.40","4,971.40","402,652"
62H,Archer/Harlem,2001-03-01,"1,454",708.1,0,"35,528"
63,63rd,2001-03-01,"22,720.80","17,745.80","11,882.20","636,114"
63W,West 63rd,2001-03-01,"2,323.60",753.2,427.3,"56,594"
64,Foster-Canfield,2001-03-01,268.7,0,0,"5,912"
65,Grand,2001-03-01,"7,000.30","3,692.40","1,957.50","180,298"
66,Chicago,2001-03-01,"21,182.70","13,293.30","8,251.70","565,492"
67,67th-69th-71st,2001-03-01,"14,908.60","10,345.60","6,832.90","407,048"
68,Northwest Highway,2001-03-01,"1,681.20",726.9,274.5,"41,719"
69,Cumberland/East River,2001-03-01,442.4,0,0,"9,733"
70,Division,2001-03-01,"11,037.60","7,872.40","5,414","303,846"
71,71st/South Shore,2001-03-01,"7,310.80","5,808.50","3,438.30","203,634"
72,North,2001-03-01,"16,133.30","11,415.20","7,688.10","442,762"
73,Armitage,2001-03-01,"5,324.80","2,501.60","1,403.90","135,270"
74,Fullerton,2001-03-01,"13,118.10","11,041.70","6,419.10","369,482"
75,74th-75th,2001-03-01,"7,320.50","5,306.70","3,294.70","200,764"
76,Diversey,2001-03-01,"14,294","8,627.80","5,705.80","380,431"
77,Belmont,2001-03-01,"20,926.50","14,095.90","9,080.30","567,184"
78,Montrose,2001-03-01,"9,481","6,177.60","3,608.60","253,905"
79,79th,2001-03-01,"31,981.40","26,330.60","17,012.30","903,294"
80,Irving Park,2001-03-01,"12,315.90","8,866.30","6,234.80","340,221"
81,Lawrence,2001-03-01,"15,298.60","12,536.90","8,143.20","431,828"
81W,West Lawrence,2001-03-01,"1,507.60","1,025.10",437.3,"40,042"
82,Kimball-Homan,2001-03-01,"21,323.30","13,335.50","7,651.30","566,396"
84,Peterson,2001-03-01,"4,466.40","2,343.30","1,167.50","114,648"
85,Central,2001-03-01,"13,872.60","8,535.90","5,214.90","368,735"
85A,North Central,2001-03-01,853.5,86.5,0,"19,209"
86,Narragansett/Ridgeland,2001-03-01,"1,971.10",0,0,"43,364"
87,87th,2001-03-01,"17,093.70","10,971.70","5,650","453,521"
88,Higgins,2001-03-01,"1,796.80",748.5,443.7,"45,048"
90,Harlem,2001-03-01,"3,958.20","3,083.30","1,618.70","108,971"
90N,North Harlem,2001-03-01,309.9,157.2,0,"7,604"
91,Austin,2001-03-01,"8,666","4,707","2,729.20","225,103"
92,Foster,2001-03-01,"7,906.60","4,398.30","2,606.70","206,363"
93,California/Dodge,2001-03-01,"2,351.20","1,194.80",0,"57,701"
94,South California,2001-03-01,"10,912","5,038.80","3,106.50","277,684"
95E,93rd-95th,2001-03-01,"5,881.40","4,963.70","3,213.30","167,062"
95W,West 95th,2001-03-01,"5,292","5,492.30","3,095.50","156,267"
96,Lunt,2001-03-01,"1,293.10",0,0,"28,449"
97,Skokie,2001-03-01,"3,701.90","2,284.90","1,369.20","98,343"
100,Jeffery Manor Express,2001-03-01,"1,256.20",0,0,"27,636"
103,West 103rd,2001-03-01,"3,883.10","1,681.20","1,196","98,619"
106,East 103rd,2001-03-01,"2,358.10",798.5,462.8,"57,722"
108,Halsted/95th,2001-03-01,"3,194.80",0,0,"70,285"
111,Pullman/111th/115th,2001-03-01,"6,336","3,802.90","2,448.90","168,202"
112,Vincennes/111th,2001-03-01,"4,067.30","1,496.50",922.7,"100,654"
119,Michigan/119th,2001-03-01,"5,394.10","5,124","2,933.80","156,025"
120,Ogilvie/Wacker Express,2001-03-01,837.4,0,0,"18,423"
121,Union/Wacker Express,2001-03-01,"1,521.50",0,0,"33,473"
122,Illinois Center/Ogilvie Express,2001-03-01,"1,092.60",0,0,"24,038"
123,Illinois Center/Union Express,2001-03-01,750.8,0,0,"16,518"
124,Navy Pier,2001-03-01,0,860.9,569.2,"2,860"
125,Water Tower Express,2001-03-01,"2,221.20",0,0,"48,866"
126,Jackson,2001-03-01,"11,114.20","5,090.40","3,046.40","282,150"
127,Madison/Roosevelt Circulator,2001-03-01,181.7,0,0,"3,997"
128,Soldier Field Express,2001-03-01,0,0,167.1,501
129,West Loop/South Loop,2001-03-01,820.5,0,0,"18,050"
135,Clarendon/LaSalle Express,2001-03-01,"2,850",0,0,"62,701"
136,Sheridan/LaSalle Express,2001-03-01,"1,954.10",0,0,"42,990"
145,Wilson/Michigan Express,2001-03-01,"8,718.20","4,168.70","2,072.90","220,934"
146,Inner Drive/Michigan Express,2001-03-01,"9,819.90","6,422.20","3,860.60","263,590"
147,Outer Drive Express,2001-03-01,"9,739.40","6,144.30",0,"244,988"
151,Sheridan,2001-03-01,"25,366.70","16,148.90","13,393.10","692,384"
